gds_lclsf_cd,gds_lclsf_nm,gds_mclsf_cd,gds_mclsf_nm,gds_sclsf_cd,gds_sclsf_nm
33,목재부산물,01,톱밥,01,낙엽송톱밥
33,목재부산물,01,톱밥,02,소나무톱밥
33,목재부산물,01,톱밥,03,잣나무톱밥
33,목재부산물,01,톱밥,04,참나무톱밥
33,목재부산물,01,톱밥,ZZ,기타톱밥
33,목재부산물,02,칩,00,칩
33,목재부산물,02,칩,01,펄프용
33,목재부산물,02,칩,02,보드용
33,목재부산물,02,칩,ZZ,기타칩
33,목재부산물,03,목탄,00,목탄
33,목재부산물,03,목탄,01,활성탄
33,목재부산물,03,목탄,02,침엽수흑탄
33,목재부산물,03,목탄,03,활엽수흑탄
33,목재부산물,03,목탄,04,침엽수백탄
33,목재부산물,03,목탄,05,활엽수백탄
33,목재부산물,03,목탄,06,톱밥탄
33,목재부산물,03,목탄,07,성형탄
33,목재부산물,03,목탄,ZZ,기타목탄
33,목재부산물,04,목초액,00,목초액
33,목재부산물,04,목초액,01,소나무
33,목재부산물,04,목초액,02,잣나무
33,목재부산물,04,목초액,03,낙엽송
33,목재부산물,04,목초액,04,참나무
33,목재부산물,04,목초액,ZZ,기타목초액
33,목재부산물,ZZ,기타,00,목재부산물기타
34,임산부산물,01,수엽류,00,수엽류
34,임산부산물,01,수엽류,01,은행잎
34,임산부산물,01,수엽류,02,솔잎
34,임산부산물,01,수엽류,03,두충잎
34,임산부산물,01,수엽류,04,떡갈잎
34,임산부산물,01,수엽류,05,멍개잎
34,임산부산물,01,수엽류,06,루이보스
34,임산부산물,01,수엽류,ZZ,기타수엽류
34,임산부산물,02,수액류,00,수액류
34,임산부산물,02,수액류,01,고로쇠나무수액
34,임산부산물,02,수액류,02,자작나무수액
34,임산부산물,02,수액류,03,단풍나무수액
34,임산부산물,02,수액류,04,박달나무수액
34,임산부산물,02,수액류,99,기타수액류
34,임산부산물,03,칠액류,00,칠액류
34,임산부산물,03,칠액류,01,옻칠(생칠)
34,임산부산물,03,칠액류,02,옻칠(정제칠)
34,임산부산물,03,칠액류,03,옻칠(기타)
34,임산부산물,03,칠액류,04,황칠(생칠)
34,임산부산물,03,칠액류,05,황칠(정제칠)
34,임산부산물,03,칠액류,06,황칠(기타)
34,임산부산물,03,칠액류,ZZ,기타칠액류
34,임산부산물,04,수피류,00,수피류
34,임산부산물,04,수피류,01,저피
34,임산부산물,04,수피류,02,삼아피
34,임산부산물,04,수피류,03,굴피
34,임산부산물,04,수피류,04,황벽피
34,임산부산물,04,수피류,05,갈저
34,임산부산물,04,수피류,06,싸리나무껍질
34,임산부산물,04,수피류,07,수피(기타)
34,임산부산물,04,수피류,08,코르크(단순가공)
34,임산부산물,04,수피류,09,코르크(분쇄)
34,임산부산물,04,수피류,10,코르크(반제품)
34,임산부산물,04,수피류,11,코르크(마개)
34,임산부산물,04,수피류,12,코르크(블록)
34,임산부산물,04,수피류,13,코르크(판)
34,임산부산물,04,수피류,14,코르크(스트립)
34,임산부산물,04,수피류,15,코르크(시린다)
34,임산부산물,04,수피류,16,코르크(기타)
34,임산부산물,04,수피류,ZZ,기타수피류
34,임산부산물,05,수지류,00,수지류
34,임산부산물,05,수지류,01,정유
34,임산부산물,05,수지류,02,송진유
34,임산부산물,05,수지류,03,올레오레진
34,임산부산물,05,수지류,04,로진
34,임산부산물,05,수지류,05,캐슈넛쉘액
34,임산부산물,05,수지류,ZZ,기타수지류
34,임산부산물,06,나무뿌리,00,나무뿌리
34,임산부산물,06,나무뿌리,01,소나무
34,임산부산물,06,나무뿌리,02,느티나무
34,임산부산물,06,나무뿌리,03,단풍나무
34,임산부산물,06,나무뿌리,04,칡뿌리
34,임산부산물,06,나무뿌리,ZZ,기타나무뿌리
34,임산부산물,ZZ,기타,00,임산부산물기타
35,토.석류,01,니탄,00,니탄
35,토.석류,01,니탄,01,나탄(일반)
35,토.석류,02,토사,00,토사
35,토.석류,02,토사,01,토사(일반)
35,토.석류,03,절토,00,절토
35,토.석류,03,절토,01,절토(일반)
35,토.석류,04,마사토,00,마사토
35,토.석류,04,마사토,01,마사토(일반)
35,토.석류,05,원석,00,원석
35,토.석류,05,원석,01,화강암
35,토.석류,05,원석,02,현무암
35,토.석류,05,원석,03,섬록암
35,토.석류,05,원석,04,반려암
35,토.석류,05,원석,05,반암
35,토.석류,05,원석,06,안산암
35,토.석류,05,원석,07,사문암
35,토.석류,05,원석,08,휘록암
35,토.석류,05,원석,09,편마암
35,토.석류,05,원석,10,절판암
35,토.석류,05,원석,11,사암
35,토.석류,05,원석,12,대리석
35,토.석류,05,원석,ZZ,기타원석
35,토.석류,06,판재,00,판재
35,토.석류,06,판재,01,화강암
35,토.석류,06,판재,02,현무암
35,토.석류,06,판재,03,섬록암
35,토.석류,06,판재,04,반려암
35,토.석류,06,판재,05,반암
35,토.석류,06,판재,06,안산암
35,토.석류,06,판재,07,사문암
35,토.석류,06,판재,08,휘록암
35,토.석류,06,판재,09,편마암
35,토.석류,06,판재,10,절판암
35,토.석류,06,판재,11,사암
35,토.석류,06,판재,12,대리석
35,토.석류,06,판재,ZZ,기타판재
35,토.석류,07,천연모래,00,천연모래
35,토.석류,07,천연모래,01,천연모래(일반)
35,토.석류,08,천연자갈,00,천연자갈
35,토.석류,08,천연자갈,01,O/S
35,토.석류,08,천연자갈,02,#357
35,토.석류,08,천연자갈,03,#467
35,토.석류,08,천연자갈,04,#57
35,토.석류,08,천연자갈,05,#67
35,토.석류,08,천연자갈,ZZ,기타천연자갈
35,토.석류,09,부순모래,00,부순모래
35,토.석류,09,부순모래,01,쇄사
35,토.석류,09,부순모래,02,석분
35,토.석류,09,부순모래,ZZ,기타부순모래
35,토.석류,10,부순자갈,00,부순자갈
35,토.석류,10,부순자갈,01,#357
35,토.석류,10,부순자갈,02,#467
35,토.석류,10,부순자갈,03,#57
35,토.석류,10,부순자갈,04,#67
35,토.석류,10,부순자갈,ZZ,기타부순자갈
35,토.석류,11,토양,01,밭토양
35,토.석류,11,토양,02,논토양
35,토.석류,11,토양,03,목초지
35,토.석류,11,토양,04,비농경지
35,토.석류,11,토양,99,기타토양
35,토.석류,ZZ,기타,00,토.석류기타
35,토.석류,ZZ,기타,01,75mm
35,토.석류,ZZ,기타,02,150mm
35,토.석류,ZZ,기타,03,버섯재배용배지
35,토.석류,ZZ,기타,99,기타기타
36,절화류,01,백합(오리엔탈),01,오리엔탈(일반)
36,절화류,02,백합(나팔나리),01,나팔나리(일반)
36,절화류,03,백합(아시아틱),01,아시아틱(일반)
36,절화류,04,금어초,01,금어초(일반)
36,절화류,05,프리지아,01,프리지아(일반)
36,절화류,06,글라디올러스,01,글라디올러스(일반)
36,절화류,07,꽃도라지,01,꽃도라지(일반)
36,절화류,08,아이리스,01,아이리스(일반)
36,절화류,09,튜울립,01,튜울립(일반)
36,절화류,10,칼라,01,칼라(일반)
36,절화류,11,스토크,01,스토크(일반)
36,절화류,12,해바라기,01,해바라기(일반)
36,절화류,13,솔리다스터,01,솔리다스터(일반)
36,절화류,14,거베라,01,거베라(일반)
36,절화류,15,국화(스탠다드),01,국화(스탠다드)
36,절화류,16,국화(스프레이),01,국화(스프레이)
36,절화류,17,국화(기타),01,국화(기타)
36,절화류,18,극락조화,01,극락조화(일반)
36,절화류,19,리아트리스,01,리아트리스(일반)
36,절화류,20,스타티스,01,스타티스(일반)
36,절화류,21,안개꽃,01,안개꽃(일반)
36,절화류,22,카네이션(스탠다드),01,카네이션(스탠다드)
36,절화류,23,카네이션(스프레이),01,카네이션(스프레이)
36,절화류,24,카네이션(기타),01,카네이션(기타)
36,절화류,25,공작초,01,공작초(일반)
36,절화류,26,장미(스탠다드),01,장미(스탠다드)
36,절화류,27,장미(스프레이),01,장미(스프레이)
36,절화류,28,장미(기타),01,장미(기타)
36,절화류,29,석죽(일반),01,석죽(일반)
36,절화류,30,과꽃(일반),01,과꽃(일반)
36,절화류,31,알스트로메리아,01,알스트로메리아(일반)
36,절화류,32,소재류,01,소재류(일반)
37,관상수류,01,향나무,01,향나무(일반)
37,관상수류,02,단풍나무,01,단풍나무(일반)
37,관상수류,03,주목,01,주목(일반)
37,관상수류,04,회양목,01,회양목(일반)
37,관상수류,05,느티나무,01,느티나무(일반)
37,관상수류,06,소나무류,01,소나무류(일반)
37,관상수류,07,은행나무,01,은행나무(일반)
37,관상수류,08,사철나무,01,사철나무(일반)
37,관상수류,09,쥐똥나무,01,쥐똥나무(일반)
37,관상수류,10,히말라야시다,01,히말라야시다(일반)
37,관상수류,11,편백나무,01,편백나무(일반)
37,관상수류,12,측백나무,01,측백나무(일반)
37,관상수류,13,구상나무,01,구상나무(일반)
37,관상수류,14,후박나무,01,후박나무(일반)
37,관상수류,15,잣나무,01,잣나무(일반)
37,관상수류,16,전나무,01,전나무(일반)
37,관상수류,17,두충나무,01,두충나무(일반)
37,관상수류,18,소철,01,소철(일반)
37,관상수류,19,"야자,종려류",01,야자.종려류(일반)
37,관상수류,20,메타세콰이어,01,메타세콰이어(일반)
37,관상수류,21,동백나무,01,동백나무(일반)
37,관상수류,22,옥향나무,01,옥향나무(일반)
37,관상수류,ZZ,기타,-,-
41,생축(가축)류,10,말류,00,말류
41,생축(가축)류,10,말류,01,말류(일반)
41,생축(가축)류,11,말(개량종),00,말(개량종)
41,생축(가축)류,11,말(개량종),01,개량종(일반)
41,생축(가축)류,11,말(개량종),10,종마(종축)
41,생축(가축)류,11,말(개량종),11,헌터
41,생축(가축)류,11,말(개량종),12,클리브란드 베이
41,생축(가축)류,11,말(개량종),13,앵글로 노르만
41,생축(가축)류,11,말(개량종),14,아랍
41,생축(가축)류,11,말(개량종),15,더러브렛
41,생축(가축)류,11,말(개량종),19,기타 종마
41,생축(가축)류,11,말(개량종),20,자축
41,생축(가축)류,11,말(개량종),30,육성 및 성축
41,생축(가축)류,11,말(개량종),70,성축
41,생축(가축)류,11,말(개량종),99,기타말(개량종)
41,생축(가축)류,12,당나귀,00,당나귀
41,생축(가축)류,12,당나귀,01,당나귀(일반)
41,생축(가축)류,13,"노새,버세",00,"노새,버세"
41,생축(가축)류,13,"노새,버세",01,노새
41,생축(가축)류,13,"노새,버세",02,버새
41,생축(가축)류,13,"노새,버세",99,"기타노새,버세"
41,생축(가축)류,19,기타말,00,기타말
41,생축(가축)류,19,기타말,01,기타말(일반)
41,생축(가축)류,20,소류,00,소류
41,생축(가축)류,20,소류,01,소류(일반)
41,생축(가축)류,21,한우,00,한우
41,생축(가축)류,21,한우,01,한우(암)
41,생축(가축)류,21,한우,02,한우(수)
41,생축(가축)류,21,한우,03,한우(거세)
41,생축(가축)류,21,한우,10,종우
41,생축(가축)류,21,한우,11,한우
41,생축(가축)류,21,한우,12,흑우
41,생축(가축)류,21,한우,13,칡소
41,생축(가축)류,21,한우,19,기타
41,생축(가축)류,21,한우,20,송아지
41,생축(가축)류,21,한우,21,한우 송아지 암
41,생축(가축)류,21,한우,22,한우 송아지 수
41,생축(가축)류,21,한우,23,송아지(암)6~7개월
41,생축(가축)류,21,한우,24,송아지(수)6~7개월
41,생축(가축)류,21,한우,25,송아지(암)4~5개월
41,생축(가축)류,21,한우,26,송아지(수)4~5개월
41,생축(가축)류,21,한우,30,한우성축
41,생축(가축)류,21,한우,31,한우 250kg 암
41,생축(가축)류,21,한우,32,한우 250kg 수
41,생축(가축)류,21,한우,33,한우 350kg 암
41,생축(가축)류,21,한우,34,한우 350kg 수
41,생축(가축)류,21,한우,35,한우 600kg 암
41,생축(가축)류,21,한우,36,한우 600kg 수
41,생축(가축)류,21,한우,99,기타 한우
41,생축(가축)류,22,젖소,00,젖소
41,생축(가축)류,22,젖소,01,젖소(암)
41,생축(가축)류,22,젖소,02,젖소(수)
41,생축(가축)류,22,젖소,03,젖소(거세)
41,생축(가축)류,22,젖소,10,젖소종축
41,생축(가축)류,22,젖소,11,홀스타인
41,생축(가축)류,22,젖소,12,저어지
41,생축(가축)류,22,젖소,13,거언지
41,생축(가축)류,22,젖소,14,에어셔
41,생축(가축)류,22,젖소,15,유용쇼오트혼
41,생축(가축)류,22,젖소,16,브라운 스위스
41,생축(가축)류,22,젖소,19,기타 젖소
41,생축(가축)류,22,젖소,20,젖소자축
41,생축(가축)류,22,젖소,21,초유떼기
41,생축(가축)류,22,젖소,22,분유떼기
41,생축(가축)류,22,젖소,23,초유떼기(암)
41,생축(가축)류,22,젖소,24,초유떼기(수)
41,생축(가축)류,22,젖소,25,분유떼기(암) 2개월령
41,생축(가축)류,22,젖소,26,분유떼기(수) 2개월령
41,생축(가축)류,22,젖소,30,비육용 젖소
41,생축(가축)류,22,젖소,40,착유용 젖소
41,생축(가축)류,22,젖소,41,수정단계
41,생축(가축)류,22,젖소,42,초임만삭
41,생축(가축)류,22,젖소,43,초산우
41,생축(가축)류,22,젖소,44,4산우(다산우)
41,생축(가축)류,22,젖소,45,노폐우(노산우)
41,생축(가축)류,22,젖소,99,기타젖소
41,생축(가축)류,23,육우,00,육우
41,생축(가축)류,23,육우,01,육우(암)
41,생축(가축)류,23,육우,02,육우(수)
41,생축(가축)류,23,육우,03,육우(거세)
41,생축(가축)류,23,육우,10,육우종축
41,생축(가축)류,23,육우,11,화우
41,생축(가축)류,23,육우,12,샤로레
41,생축(가축)류,23,육우,13,쇼오트혼
41,생축(가축)류,23,육우,14,헤어포드
41,생축(가축)류,23,육우,15,애버딘 앵거스
41,생축(가축)류,23,육우,19,기타 육용 종축
41,생축(가축)류,23,육우,20,육우 송아지
41,생축(가축)류,23,육우,30,육우 육성 및 성축
41,생축(가축)류,23,육우,99,기타육우
41,생축(가축)류,24,교잡우,00,교잡우
41,생축(가축)류,24,교잡우,01,교잡우(일반)
41,생축(가축)류,24,교잡우,02,교잡우(수)
41,생축(가축)류,24,교잡우,03,교잡우(거세)
41,생축(가축)류,24,교잡우,99,교잡우(기타)
41,생축(가축)류,25,물소,00,물소
41,생축(가축)류,25,물소,01,물소(일반)
41,생축(가축)류,26,수입생우,00,수입생우
41,생축(가축)류,26,수입생우,01,6개월미만
41,생축(가축)류,26,수입생우,02,6개월이상
41,생축(가축)류,29,기타소류,00,기타소류
41,생축(가축)류,29,기타소류,01,기타소류(일반)
41,생축(가축)류,29,기타소류,99,기타기타소류
41,생축(가축)류,30,돼지류,00,돼지류
41,생축(가축)류,30,돼지류,01,돼지류(일반)
41,생축(가축)류,30,돼지류,02,씨돼지
41,생축(가축)류,30,돼지류,03,돼지(암)
41,생축(가축)류,30,돼지류,04,돼지(수)
41,생축(가축)류,30,돼지류,05,돼지(거세)
41,생축(가축)류,30,돼지류,99,기타돼지류
41,생축(가축)류,31,개량돼지,00,개량돼지
41,생축(가축)류,31,개량돼지,10,종돈 및 종빈돈
41,생축(가축)류,31,개량돼지,11,버크셔(B)
41,생축(가축)류,31,개량돼지,12,햄프셔(H)
41,생축(가축)류,31,개량돼지,13,랜드레이스(L)
41,생축(가축)류,31,개량돼지,14,대요크셔(W)
41,생축(가축)류,31,개량돼지,15,듀록(D)
41,생축(가축)류,31,개량돼지,16,라지블랙(LB)
41,생축(가축)류,31,개량돼지,17,체스터화이트(CW)
41,생축(가축)류,31,개량돼지,18,피트레인(P)
41,생축(가축)류,31,개량돼지,19,기타 품종
41,생축(가축)류,31,개량돼지,20,자돈
41,생축(가축)류,31,개량돼지,30,육성.비육돈
41,생축(가축)류,31,개량돼지,99,기타개량돼지
41,생축(가축)류,32,재래돼지,00,재래돼지
41,생축(가축)류,32,재래돼지,10,종돈 및 종빈돈
41,생축(가축)류,32,재래돼지,20,자축
41,생축(가축)류,32,재래돼지,30,육성 및 성축
41,생축(가축)류,32,재래돼지,99,기타재래돼지
41,생축(가축)류,33,멧돼지,00,멧돼지
41,생축(가축)류,33,멧돼지,10,종축
41,생축(가축)류,33,멧돼지,20,자축
41,생축(가축)류,33,멧돼지,30,육성 및 성축
41,생축(가축)류,33,멧돼지,99,기타멧돼지
41,생축(가축)류,39,기타돼지,00,기타돼지
41,생축(가축)류,39,기타돼지,01,기타돼지(일반)
41,생축(가축)류,39,기타돼지,99,기타기타돼지
41,생축(가축)류,40,양류,00,양류
41,생축(가축)류,40,양류,01,양류(일반)
41,생축(가축)류,41,산양,00,산양
41,생축(가축)류,41,산양,10,산양종축
41,생축(가축)류,41,산양,11,유산종축(자아넨)
41,생축(가축)류,41,산양,12,유산종축(토겐버그)
41,생축(가축)류,41,산양,13,유산종축(알파인)
41,생축(가축)류,41,산양,14,유산종축(누비안)
41,생축(가축)류,41,산양,15,기타유산양
41,생축(가축)류,41,산양,16,재래산양종축(잡종)
41,생축(가축)류,41,산양,19,기타산양
41,생축(가축)류,41,산양,30,육용 산양
41,생축(가축)류,41,산양,40,유용 산양
41,생축(가축)류,41,산양,50,재래 산양(염소)
41,생축(가축)류,41,산양,99,기타산양
41,생축(가축)류,42,면양,00,면양
41,생축(가축)류,42,면양,10,면양종축
41,생축(가축)류,42,면양,11,모용종축(메리노)
41,생축(가축)류,42,면양,12,모용종축(링컨)
41,생축(가축)류,42,면양,13,모용종축(체비올)
41,생축(가축)류,42,면양,14,모용종축(잉글리쉬레스터)
41,생축(가축)류,42,면양,15,기타모용종면양
41,생축(가축)류,42,면양,18,잡종
41,생축(가축)류,42,면양,19,기타용도의 면양
41,생축(가축)류,42,면양,30,육용 면양
41,생축(가축)류,42,면양,50,모용 면양
41,생축(가축)류,42,면양,99,기타면양
41,생축(가축)류,50,닭류,00,닭류
41,생축(가축)류,50,닭류,01,닭류(일반)
41,생축(가축)류,51,육용계(닭),00,육용계(닭)
41,생축(가축)류,51,육용계(닭),10,육용종계
41,생축(가축)류,51,육용계(닭),11,개량종
41,생축(가축)류,51,육용계(닭),12,재래종
41,생축(가축)류,51,육용계(닭),19,기타 육용종계
41,생축(가축)류,51,육용계(닭),20,초생추
41,생축(가축)류,51,육용계(닭),21,개량종 육계
41,생축(가축)류,51,육용계(닭),22,재래종 육계
41,생축(가축)류,51,육용계(닭),29,기타육계
41,생축(가축)류,51,육용계(닭),30,육계(성축)
41,생축(가축)류,51,육용계(닭),31,육용종계 노계
41,생축(가축)류,51,육용계(닭),32,개량종 육계
41,생축(가축)류,51,육용계(닭),33,재래종 육계
41,생축(가축)류,51,육용계(닭),39,기타육계
41,생축(가축)류,51,육용계(닭),99,기타 육용계(닭)
41,생축(가축)류,52,산란계(닭),00,산란계(닭)
41,생축(가축)류,52,산란계(닭),10,난용종계
41,생축(가축)류,52,산란계(닭),11,개량종
41,생축(가축)류,52,산란계(닭),12,재래종
41,생축(가축)류,52,산란계(닭),19,기타 난용종계
41,생축(가축)류,52,산란계(닭),20,초생추
41,생축(가축)류,52,산란계(닭),21,개량종
41,생축(가축)류,52,산란계(닭),22,재래종
41,생축(가축)류,52,산란계(닭),29,기타 산란계 병아리
41,생축(가축)류,52,산란계(닭),30,산란육계(노계)
41,생축(가축)류,52,산란계(닭),31,산란 종계 노계
41,생축(가축)류,52,산란계(닭),32,산란 노계
41,생축(가축)류,52,산란계(닭),50,산란계성축
41,생축(가축)류,52,산란계(닭),51,개량종
41,생축(가축)류,52,산란계(닭),52,재래종
41,생축(가축)류,52,산란계(닭),59,기타산란성축
41,생축(가축)류,52,산란계(닭),99,기타산란계(닭)
41,생축(가축)류,53,"관상,투계",00,"관상,투계"
41,생축(가축)류,53,"관상,투계",10,종계
41,생축(가축)류,53,"관상,투계",11,관상계
41,생축(가축)류,53,"관상,투계",12,투계계
41,생축(가축)류,53,"관상,투계",19,기타
41,생축(가축)류,53,"관상,투계",20,"성추(관상,투계)"
41,생축(가축)류,53,"관상,투계",21,관상계
41,생축(가축)류,53,"관상,투계",22,투계
41,생축(가축)류,53,"관상,투계",29,"기타관상,투계"
41,생축(가축)류,53,"관상,투계",99,"기타관상,투계"
41,생축(가축)류,59,기타 닭류,00,기타 닭류
41,생축(가축)류,59,기타 닭류,01,기타 닭류(일반)
41,생축(가축)류,60,가금류,00,가금류
41,생축(가축)류,60,가금류,01,가금류(일반)
41,생축(가축)류,60,가금류,02,부화용 알
41,생축(가축)류,61,칠면조,00,칠면조
41,생축(가축)류,61,칠면조,01,칠면조(일반)
41,생축(가축)류,62,오리,00,오리
41,생축(가축)류,62,오리,01,오리(일반)
41,생축(가축)류,62,오리,10,종압(종오리)
41,생축(가축)류,62,오리,11,산란종
41,생축(가축)류,62,오리,12,육용종
41,생축(가축)류,62,오리,19,기타종
41,생축(가축)류,62,오리,30,육용 오리
41,생축(가축)류,62,오리,40,산란용 오리
41,생축(가축)류,62,오리,41,새끼오리
41,생축(가축)류,62,오리,99,기타오리
41,생축(가축)류,63,거위,00,거위
41,생축(가축)류,63,거위,01,토끼
41,생축(가축)류,63,거위,02,자토
41,생축(가축)류,64,메추리,00,메추리
41,생축(가축)류,64,메추리,01,메추리(일반)
41,생축(가축)류,64,메추리,10,종축
41,생축(가축)류,64,메추리,20,초생추
41,생축(가축)류,64,메추리,30,산란용 어미
41,생축(가축)류,64,메추리,99,기타메추리
41,생축(가축)류,65,관상조,00,관상조
41,생축(가축)류,65,관상조,01,비둘기
41,생축(가축)류,65,관상조,02,십자매
41,생축(가축)류,65,관상조,03,잉꼬
41,생축(가축)류,65,관상조,04,금화조
41,생축(가축)류,65,관상조,05,문조
41,생축(가축)류,65,관상조,06,카나리아
41,생축(가축)류,65,관상조,07,모란앵두
41,생축(가축)류,65,관상조,08,앵무새
41,생축(가축)류,65,관상조,99,기타관상조
41,생축(가축)류,66,염소,01,염소
41,생축(가축)류,69,기타 가금류,00,기타 가금류
41,생축(가축)류,69,기타 가금류,01,기타 가금류(일반)
41,생축(가축)류,70,개류,00,개류
41,생축(가축)류,70,개류,01,개류(일반)
41,생축(가축)류,71,개량종개,00,개량종개
41,생축(가축)류,71,개량종개,10,종견
41,생축(가축)류,71,개량종개,11,쉐퍼트종견
41,생축(가축)류,71,개량종개,12,치와와종견
41,생축(가축)류,71,개량종개,13,요크셔테리어종견
41,생축(가축)류,71,개량종개,14,푸들종견
41,생축(가축)류,71,개량종개,15,블독종견
41,생축(가축)류,71,개량종개,16,시베리안허스키종견
41,생축(가축)류,71,개량종개,19,기타 종견
41,생축(가축)류,71,개량종개,20,자견
41,생축(가축)류,71,개량종개,30,"육성견,성견"
41,생축(가축)류,71,개량종개,99,기타개량종개
41,생축(가축)류,72,고유종개,00,고유종개
41,생축(가축)류,72,고유종개,10,종견
41,생축(가축)류,72,고유종개,11,진도종견
41,생축(가축)류,72,고유종개,12,삽살종견
41,생축(가축)류,72,고유종개,13,풍산종견
41,생축(가축)류,72,고유종개,19,기타
41,생축(가축)류,72,고유종개,20,자견
41,생축(가축)류,72,고유종개,30,"육성견,성견"
41,생축(가축)류,72,고유종개,99,기타고유종개
41,생축(가축)류,73,잡종견,00,잡종견
41,생축(가축)류,73,잡종견,10,자견
41,생축(가축)류,73,잡종견,20,"육성견,성견"
41,생축(가축)류,73,잡종견,70,특수목적견
41,생축(가축)류,73,잡종견,99,기타잡종견
41,생축(가축)류,79,기타개류,00,기타개류
41,생축(가축)류,79,기타개류,01,기타개류(일반)
41,생축(가축)류,80,기타가축류,00,기타가축류
41,생축(가축)류,80,기타가축류,01,기타가축류(일반)
41,생축(가축)류,81,토끼,00,토끼
41,생축(가축)류,81,토끼,10,육종종
41,생축(가축)류,81,토끼,20,모피용종
41,생축(가축)류,81,토끼,21,친칠라
41,생축(가축)류,81,토끼,22,렉스
41,생축(가축)류,81,토끼,29,기타 모피용종
41,생축(가축)류,81,토끼,30,모용종
41,생축(가축)류,81,토끼,99,기타토끼
41,생축(가축)류,82,친칠라,00,친칠라
41,생축(가축)류,82,친칠라,01,친칠라(일반)
41,생축(가축)류,83,밍크,00,밍크
41,생축(가축)류,83,밍크,01,밍크(일반)
41,생축(가축)류,84,사슴,00,사슴
41,생축(가축)류,84,사슴,11,꽃사슴
41,생축(가축)류,84,사슴,12,레드디어
41,생축(가축)류,84,사슴,13,엘크
41,생축(가축)류,84,사슴,14,순록
41,생축(가축)류,84,사슴,99,기타사슴
41,생축(가축)류,85,여우,00,여우
41,생축(가축)류,85,여우,11,청여우
41,생축(가축)류,85,여우,12,은여우
41,생축(가축)류,85,여우,99,기타여우
41,생축(가축)류,86,벌류,00,벌류
41,생축(가축)류,86,벌류,10,종봉
41,생축(가축)류,86,벌류,20,개량종
41,생축(가축)류,86,벌류,21,이탈리안
41,생축(가축)류,86,벌류,22,카니오란
41,생축(가축)류,86,벌류,23,코카시안
41,생축(가축)류,86,벌류,29,기타
41,생축(가축)류,86,벌류,30,재래종
41,생축(가축)류,86,벌류,90,기타벌
41,생축(가축)류,86,벌류,91,뒤영벌
41,생축(가축)류,86,벌류,92,가위벌
41,생축(가축)류,86,벌류,99,기타벌류
41,생축(가축)류,99,기타,00,생축(가축)류기타
42,기타생축류,10,설치류,00,설치류
42,기타생축류,10,설치류,01,설치류(일반)
42,기타생축류,11,쥐,00,쥐
42,기타생축류,11,쥐,10,쥐종축
42,기타생축류,11,쥐,11,관상용
42,기타생축류,11,쥐,12,시험용 마우스
42,기타생축류,11,쥐,13,시험용렛
42,기타생축류,11,쥐,20,성축쥐
42,기타생축류,11,쥐,21,관상용
42,기타생축류,11,쥐,22,시험용 마우스
42,기타생축류,11,쥐,23,시험용 렛
42,기타생축류,11,쥐,99,기타쥐
42,기타생축류,12,다람쥐,00,다람쥐
42,기타생축류,12,다람쥐,01,다람쥐(일반)
42,기타생축류,13,햄스터,00,햄스터
42,기타생축류,13,햄스터,01,헴스터(일반)
42,기타생축류,14,기닉픽,00,기닉픽
42,기타생축류,14,기닉픽,01,기닉픽(일반)
42,기타생축류,15,뉴트리아,00,뉴트리아
42,기타생축류,15,뉴트리아,01,뉴트리아(일반)
42,기타생축류,15,뉴트리아,02,순종
42,기타생축류,15,뉴트리아,03,교잡종
42,기타생축류,19,기타설치류,00,기타설치류
42,기타생축류,19,기타설치류,01,기타설치류(일반)
42,기타생축류,20,육상 포유류,00,육상 포유류
42,기타생축류,20,육상 포유류,01,육상 포유류(일반)
42,기타생축류,21,곰,00,곰
42,기타생축류,21,곰,01,곰(일반)
42,기타생축류,22,늑대,00,늑대
42,기타생축류,22,늑대,01,늑대(일반)
42,기타생축류,23,오소리,00,오소리
42,기타생축류,23,오소리,01,오소리(일반)
42,기타생축류,23,오소리,02,참오소리
42,기타생축류,23,오소리,03,돼지코오소리
42,기타생축류,23,오소리,04,교잡종
42,기타생축류,24,고양이,00,고양이
42,기타생축류,24,고양이,01,고양이(일반)
42,기타생축류,25,캥거루,00,캥거루
42,기타생축류,25,캥거루,01,캥거루(일반)
42,기타생축류,26,호랑이,00,호랑이
42,기타생축류,26,호랑이,01,호랑이(일반)
42,기타생축류,29,기타육상포유류,00,기타육상포유류
42,기타생축류,29,기타육상포유류,01,기타육상포유류
42,기타생축류,30,해양성포유류,00,해양성포유류
42,기타생축류,30,해양성포유류,01,해양성포유류
42,기타생축류,31,해리,00,해리
42,기타생축류,31,해리,01,해리(일반)
42,기타생축류,32,바다표범,00,바다표범
42,기타생축류,32,바다표범,01,바다표범(일반)
42,기타생축류,39,기타해양성포유류,00,기타해양성포유류
42,기타생축류,39,기타해양성포유류,01,기타해양성포유류(일반)
42,기타생축류,40,조류,00,조류
42,기타생축류,40,조류,01,조류(일반)
42,기타생축류,41,꿩,00,꿩
42,기타생축류,41,꿩,01,꿩(일반)
42,기타생축류,42,머스커비 오리,00,머스커비 오리
42,기타생축류,42,머스커비 오리,01,머스커비 오리(일반)
42,기타생축류,43,기러기,00,기러기
42,기타생축류,43,기러기,01,기러기(일반)
42,기타생축류,44,타조,00,타조
42,기타생축류,44,타조,01,종타조
42,기타생축류,44,타조,11,아프리칸블랙종
42,기타생축류,44,타조,12,레드 타조
